###################### UltraGCN ######################
Loading Configuration...
Load Configuration OK, show them below
The time for epoch 50 is: train time = 00: 00: 18, test time = 00: 00: 08
Loss = 86.65192, F1-score: 0.018183      Precision: 0.01235      Recall: 0.03449        NDCG: 0.02838
The time for epoch 55 is: train time = 00: 00: 18, test time = 00: 00: 08
Loss = 82.57611, F1-score: 0.018417      Precision: 0.01239      Recall: 0.03584        NDCG: 0.02882
The time for epoch 60 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 74.99226, F1-score: 0.018461      Precision: 0.01242      Recall: 0.03594        NDCG: 0.02923
The time for epoch 65 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 72.03371, F1-score: 0.018491      Precision: 0.01245      Recall: 0.03589        NDCG: 0.02900
The time for epoch 70 is: train time = 00: 00: 19, test time = 00: 00: 07
Loss = 62.81415, F1-score: 0.018229      Precision: 0.01220      Recall: 0.03601        NDCG: 0.02903
The time for epoch 75 is: train time = 00: 00: 19, test time = 00: 00: 07
Loss = 63.27877, F1-score: 0.018494      Precision: 0.01242      Recall: 0.03620        NDCG: 0.02846
The time for epoch 80 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 63.30270, F1-score: 0.018776      Precision: 0.01262      Recall: 0.03663        NDCG: 0.02949
The time for epoch 85 is: train time = 00: 00: 19, test time = 00: 00: 08
Loss = 64.86002, F1-score: 0.020249      Precision: 0.01377      Recall: 0.03824        NDCG: 0.03098
The time for epoch 90 is: train time = 00: 00: 19, test time = 00: 00: 08
Loss = 65.92783, F1-score: 0.022202      Precision: 0.01508      Recall: 0.04209        NDCG: 0.03469
The time for epoch 95 is: train time = 00: 00: 19, test time = 00: 00: 07
Loss = 66.17287, F1-score: 0.022176      Precision: 0.01484      Recall: 0.04385        NDCG: 0.03450
The time for epoch 100 is: train time = 00: 00: 19, test time = 00: 00: 07
Loss = 70.21657, F1-score: 0.021672      Precision: 0.01424      Recall: 0.04529        NDCG: 0.03366
The time for epoch 105 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 75.00536, F1-score: 0.019343      Precision: 0.01252      Recall: 0.04249        NDCG: 0.03021
The time for epoch 110 is: train time = 00: 00: 19, test time = 00: 00: 07
Loss = 76.78558, F1-score: 0.017207      Precision: 0.01111      Recall: 0.03811        NDCG: 0.02615
The time for epoch 115 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 77.70451, F1-score: 0.014486      Precision: 0.00926      Recall: 0.03324        NDCG: 0.02223
The time for epoch 120 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 77.84865, F1-score: 0.013005      Precision: 0.00834      Recall: 0.02953        NDCG: 0.01971
The time for epoch 125 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 78.11428, F1-score: 0.012473      Precision: 0.00799      Recall: 0.02846        NDCG: 0.01811
The time for epoch 130 is: train time = 00: 00: 19, test time = 00: 00: 07
Loss = 78.51026, F1-score: 0.012085      Precision: 0.00778      Recall: 0.02702        NDCG: 0.01717
The time for epoch 135 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 77.81161, F1-score: 0.011974      Precision: 0.00776      Recall: 0.02625        NDCG: 0.01678
The time for epoch 140 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 76.52677, F1-score: 0.012024      Precision: 0.00784      Recall: 0.02574        NDCG: 0.01647
The time for epoch 145 is: train time = 00: 00: 18, test time = 00: 00: 07
Loss = 75.71917, F1-score: 0.012557      Precision: 0.00816      Recall: 0.02720        NDCG: 0.01728
Training end!
END


Loss = 70.21657, F1-score: 0.021672      Precision: 0.01424      Recall: 0.04529        NDCG: 0.03366
